"state","district","idp_settlement","breadwinner","enough_water","enough_water.drinking","enough_water.cooking","enough_water.personal_hygiene_","enough_water.other__domestic_purposes_","enough_water.not_enough_water_","enough_water.dontknow","child_thin","latrine_features","latrine_features.door","latrine_features.walls_","latrine_features.lock","latrine_features.inside","latrine_features.outside","latrine_features.marked","latrine_features.close","latrine_features.access","latrine_features.soap","females_18_40","enrolled_boys_6_12","resp_gender","district_idp"
"Jubaland","ceel_waaq","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,2,"male",""
"Jubaland","kismayo","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","inside",0,0,0,1,0,0,0,0,0,1,NA,"male",""
"Puntland","burtinle","yes","adult_male","drinking personal_hygiene_",1,0,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","afgooye"
"Somaliland","laas_caanood","no","adult_male","drinking other__domestic_purposes_",1,0,0,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"female",""
"Puntland","qardho","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Banadir","banadir_daynile","yes","adult_female","cooking",0,1,0,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","kismayo","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,1,"female",""
"Somaliland","sheikh","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Banadir","banadir_kahda","yes","adult_female","other__domestic_purposes_",0,0,0,1,0,0,"no","inside",0,0,0,1,0,0,0,0,0,1,NA,"female",""
"Galmudug","cabudwaaq","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"South West State","xudur","no","eldery_female","drinking cooking personal_hygiene_ not_enough_water_",1,1,1,0,1,0,"","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","qoryooley","no","adult_male","other__domestic_purposes_ personal_hygiene_",0,0,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","wanla_weyn","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","close",0,0,0,0,0,0,1,0,0,0,NA,"female","jowhar"
"South West State","waajid","no","adult_female","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"no","inside lock walls_",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","gebiley","yes","adult_female","cooking drinking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"male","jilib"
"Jubaland","wanla_weyn","no","adult_male","cooking personal_hygiene_ drinking",1,1,1,0,0,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Galmudug","galdogob","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"South West State","waajid","no","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","buuhoodle","yes","adult_male","cooking personal_hygiene_ other__domestic_purposes_",0,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Hirshabelle","jowhar","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,0,NA,"female","balcad"
"Hirshabelle","belet_weyne","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,2,2,"female",""
"Somaliland","ceerigaabo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,0,1,"female",""
"Somaliland","xudun","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Banadir","banadir_kahda","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","marka"
"Somaliland","caynabo","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Banadir","banadir_dharkenley","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","jowhar"
"Somaliland","buuhoodle","no","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","afgooye","no","adult_male","cooking",0,1,0,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Banadir","banadir_dharkenley","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","ceel_dheer"
"Banadir","banadir_daynile","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male","baidoa"
"Banadir","banadir_daynile","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female","wanla_weyn"
"Somaliland","hargeysa","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,3,NA,"female","hargeysa"
"Somaliland","ceerigaabo","yes","eldery_male","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","ceerigaabo"
"Puntland","eyl","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afgooye","no","adult_male","cooking",0,1,0,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","marka","no","adult_female","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock inside outside",1,1,1,1,1,0,0,0,0,0,NA,"male",""
"Banadir","banadir_other","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female","qoryooley"
"Somaliland","lughaye","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Puntland","iskushuban","no","adult_female","cooking personal_hygiene_",0,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"South West State","ceel_barde","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female","baidoa"
"Banadir","banadir_kahda","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"yes","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","wanla_weyn"
"Galmudug","cabudwaaq","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","belet_weyne"
"Banadir","banadir_hc","no","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","buuhoodle","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","xudun","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","owdweyne","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_kahda","yes","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","tayeeglow"
"Puntland","garowe","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"South West State","waajid","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Puntland","iskushuban","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","belet_weyne","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,0,NA,"male",""
"Puntland","burtinle","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","buuhoodle","yes","eldery_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Jubaland","wanla_weyn","no","adult_male","not_enough_water_",0,0,0,0,1,0,"yes","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","burco","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,2,NA,"female",""
"Hirshabelle","belet_weyne","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,2,NA,"male",""
"Galmudug","gaalkacyo","yes","adult_female","cooking other__domestic_purposes_ personal_hygiene_",0,1,1,1,0,0,"no","soap walls_",0,1,0,0,0,0,0,0,1,1,NA,"female",""
"Somaliland","ceerigaabo","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Banadir","banadir_dharkenley","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","afgooye"
"Jubaland","wanla_weyn","no","eldery_male","cooking",0,1,0,0,0,0,"no","marked",0,0,0,0,0,1,0,0,0,1,NA,"male",""
"Banadir","banadir_kahda","yes","adult_female","cooking drinking",1,1,0,0,0,0,"yes","door",1,1,0,0,0,0,0,0,0,1,NA,"female","kurtunwaarey"
"Galmudug","dhuusamarreeb","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_daynile","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","jowhar"
"Puntland","burtinle","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,3,NA,"female",""
"Banadir","banadir_daynile","yes","adult_male","cooking drinking",1,1,0,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","baidoa"
"South West State","xudur","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Somaliland","ceel_afweyn","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"male","ceerigaabo"
"Banadir","banadir_kahda","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female","marka"
"Somaliland","laas_caanood","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"female",""
"Somaliland","owdweyne","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"Somaliland","owdweyne","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"male",""
"Jubaland","marka","no","adult_female","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","xudun","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","hargeysa","no","adult_female","cooking drinking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","laas_caanood","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","galdogob","no","adult_male","other__domestic_purposes_ personal_hygiene_ cooking drinking",1,1,1,1,0,0,"no","close",0,0,0,0,0,0,1,0,0,2,1,"female",""
"Somaliland","berbera","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"female",""
"Somaliland","xudun","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","buuhoodle","yes","adult_male","drinking other__domestic_purposes_",1,0,0,1,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Banadir","banadir_daynile","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,2,NA,"female","afgooye"
"Somaliland","berbera","yes","adult_female","cooking",0,1,0,0,0,0,"no","walls_ door marked",1,1,0,0,0,1,0,0,0,1,NA,"female",""
"Jubaland","qoryooley","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","baardheere","no","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","owdweyne","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","owdweyne"
"Somaliland","gebiley","no","eldery_female","drinking personal_hygiene_",1,0,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female",""
"Somaliland","laas_caanood","no","adult_female","dontknow",0,0,0,0,0,1,"no","door",1,1,0,0,0,0,0,0,0,1,2,"female",""
"Jubaland","baardheere","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,0,1,"female",""
"Galmudug","galdogob","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Jubaland","wanla_weyn","no","adult_male","not_enough_water_",0,0,0,0,1,0,"yes","door walls_",1,1,0,0,0,0,0,0,0,0,NA,"male",""
"Somaliland","laasqoray","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Galmudug","galdogob","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female",""
"Puntland","bandarbayla","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,NA,"female",""
"Somaliland","sheikh","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","laas_caanood","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,2,"female","laas_caanood"
"Jubaland","qoryooley","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","door close soap walls_",1,1,0,0,0,0,1,0,1,7,NA,"female",""
"Banadir","banadir_other","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","jowhar"
"Puntland","bossaso","no","adult_female","cooking",0,1,0,0,0,0,"yes","walls_",0,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","sheikh","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,2,"male",""
"Somaliland","laasqoray","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ inside",1,1,0,1,0,0,0,0,0,1,NA,"male",""
"Somaliland","hargeysa","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,2,NA,"female",""
"Somaliland","xudun","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","gebiley","no","eldery_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afmadow","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","lock inside outside door walls_",1,1,1,1,1,0,0,0,0,1,NA,"male",""
"Puntland","qardho","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,1,"female",""
"Puntland","eyl","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,1,"female",""
"South West State","xudur","yes","adult_male","cooking drinking",1,1,0,0,0,0,"yes","marked",0,0,0,0,0,1,0,0,0,1,NA,"female","xudur"
"South West State","buur_hakaba","no","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door",1,1,0,0,0,0,0,0,0,0,1,"female",""
"Galmudug","cadaado","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Galmudug","gaalkacyo","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,NA,"male",""
"Galmudug","dhuusamarreeb","yes","adult_male","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","door lock walls_",1,1,1,0,0,0,0,0,0,1,1,"female","dhuusamarreeb"
"Jubaland","baardheere","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male","hodan"
"Somaliland","gebiley","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,2,NA,"female",""
"Somaliland","ceerigaabo","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","caynabo","no","adult_female","cooking drinking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"female",""
"Puntland","bossaso","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","sablaale"
"Jubaland","marka","no","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Banadir","banadir_daynile","yes","adult_female","dontknow",0,0,0,0,0,1,"yes","marked",0,0,0,0,0,1,0,0,0,1,NA,"female",""
"Somaliland","gebiley","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","belet_xaawo","yes","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,NA,"female","doolow"
"Puntland","burtinle","no","adult_male","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_dharkenley","yes","adult_female","cooking drinking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","cadaado"
"Somaliland","lughaye","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,1,"male",""
"Banadir","banadir_other","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"female",""
"Puntland","bossaso","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Puntland","eyl","no","adult_female","personal_hygiene_",0,0,1,0,0,0,"yes","walls_",0,1,0,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","belet_xaawo","no","adult_male","drinking cooking",1,1,0,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","laas_caanood","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_hc","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","wadajir"
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","buuhoodle","yes","adult_female","cooking other__domestic_purposes_ drinking personal_hygiene_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","laas_caanood"
"Somaliland","hargeysa","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","hargeysa"
"Puntland","eyl","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","kismayo","yes","adult_male","personal_hygiene_ drinking cooking other__domestic_purposes_",1,1,1,1,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,2,"male","jilib"
"Jubaland","wanla_weyn","yes","adult_female","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","luuq","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,1,"female","garbahaarey"
"Hirshabelle","balcad","no","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","buur_hakaba","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","wanla_weyn","no","eldery_male","cooking drinking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","belet_xaawo","no","eldery_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,0,NA,"female",""
"Jubaland","kismayo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock outside close",1,1,1,0,1,0,1,0,0,1,2,"female","jilib"
"Jubaland","qoryooley","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"male",""
"Jubaland","kismayo","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","walls_",0,1,0,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","ceel_waaq","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","ceel_waaq","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"Jubaland","badhaadhe","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Banadir","banadir_other","yes","adult_female","other__domestic_purposes_",0,0,0,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,2,NA,"female",""
